"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"557319106576527361","","","2015-01-19 23:30:04 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY, January 19, 2015 NO JURORS will be needed, the courts are CLOSED.","","","",""
"556956717691703296","","","2015-01-18 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY, January 19, 2015 NO JURORS will be needed, the courts are CLOSED.","","","",""
"555869552374849537","","","2015-01-15 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","FRIDAY, January 16, 2015 jurors with summonses numbered 8000 through and including 8700 are to report for jury service.","","","",""
"555507165960880128","","","2015-01-14 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","THURSDAY, January 15, 2015 jurors with summonses numbered 6000 through and including 7200 are to report for jury service.","","","",""
"555144780465074176","","","2015-01-13 23:30:04 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","WEDNESDAY, January 14, 2015 jurors with summonses numbered 4000 through and including 5200 are to report for jury service.","","","",""
"554782389915123712","","","2015-01-12 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","TUESDAY, January 13, 2015 jurors with summonses numbered 2000 through and including 3000 are to report for jury service.","","","",""
"554641368594006016","554605752800010241","16054559","2015-01-12 14:09:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@davidepatrick I don't think there's a delay: http://t.co/aqRZfzzFTt","","","","http://www.baltocts.state.md.us/flypage/emergency.html"
"554420004746444800","","","2015-01-11 23:30:04 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY, January 12, 2015 jurors with summonses numbered 1 through and including 1200 are to report for jury service.","","","",""
"553332840155594754","","","2015-01-08 23:30:04 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","FRIDAY, January 9, 2015 jurors with summonses numbered 8000 through and including 9200 are to report for jury service.","","","",""
"552970452420014080","","","2015-01-07 23:30:04 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","THURSDAY, January 8, 2015 jurors with summonses numbered 6000 through and including 7000 are to report for jury service.","","","",""
"552608063522623488","","","2015-01-06 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","WEDNESDAY, January 7, 2015 jurors with summonses numbered 4000 through and including 4900 are to report for jury service.","","","",""
"552245674172223489","","","2015-01-05 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","TUESDAY, January 6, 2015 jurors with summonses numbered 2000 through and including 3200 are to report for jury service.","","","",""
"551883291117486080","","","2015-01-04 23:30:04 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY, January 5, 2015 jurors with summonses numbered 1 through and including 300 are to report for jury service.","","","",""
"551600090151133184","551079300326125569","16854212","2015-01-04 04:44:44 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@alcora nope. keep trying the phones. call (410) 333-3775 from 8:30 - 10:30","","","",""
"550796123263496196","","","2015-01-01 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY, January 5, 2015 jurors with summonses numbered 1 through and including 300 are to report for jury service.","","","",""
"550433733451718656","","","2014-12-31 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY, January 5, 2015 jurors with summonses numbered 1 through and including 300 are to report for jury service.","","","",""
"550071347934941185","","","2014-12-30 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","WEDNESDAY, December 31, 2014 There will be no jurors needed for jury service.","","","",""
"549708959008165888","","","2014-12-29 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","TUESDAY DECEMBER 30, 2014 jurors with summonses numbered 2000 through and including 2300 are to report for jury service.","","","",""
"549346569825554432","","","2014-12-28 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY DECEMBER 29, 2014 jurors with summonses numbered 1 through and including 300 are to report for jury service.","","","",""
"548259408263000064","","","2014-12-25 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY DECEMBER 29, 2014 jurors with summonses numbered 1 through and including 300 are to report for jury service.","","","",""
"547897021215297536","","","2014-12-24 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY DECEMBER 29, 2014 jurors with summonses numbered 1 through and including 300 are to report for jury service.","","","",""
"547534634154991617","","","2014-12-23 23:30:04 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","There will be NO JURORS needed for jury service on Wednesday December 24, 2014.","","","",""
"547172246142599168","","","2014-12-22 23:30:04 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","TUESDAY DECEMBER 23, 2014 jurors with REPORTING NUMBERS 2000 through and including 2300 are to report for jury service.","","","",""
"546809856246943744","","","2014-12-21 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","MONDAY DECEMBER 22, 2014 jurors with REPORTING NUMBERS 1 through and including 300 are to report for jury service.","","","",""
"545722693623238656","","","2014-12-18 23:30:03 +0000","<a href=""http://twitter.com/bmorejuryduty"" rel=""nofollow"">bmorejuryduty</a>","FRIDAY DECEMBER 19, 2014 jurors with REPORTING NUMBERS 8000 through and including 8300 are to report for jury service.","","","",""
